Time,data
413.52,4.521396636962891
413.52,4.521374702453613
413.52,4.521327972412109
413.52,4.521306991577148
413.52,4.5212860107421875
413.52,4.521268844604492
413.52,4.521248817443848
413.52,4.521179676055908
413.53,4.521089553833008
413.53,4.521078586578369
413.53,4.521052360534668
413.53,4.521025657653809
413.53,4.52098274230957
413.53,4.5209150314331055
413.53,4.520875930786133
413.53,4.520864486694336
413.53,4.520845413208008
413.55,4.520831108093262
413.55,4.520809650421143
413.65,4.520764350891113
413.65,4.520718574523926
413.71,4.5206804275512695
413.73,4.520635604858398
413.77,4.5205912590026855
413.8,4.520567893981934
413.82,4.52054500579834
413.86,4.520502090454102
413.88,4.5204854011535645
413.89,4.52047061920166
413.92,4.520453929901123
413.96,4.520439624786377
413.99,4.52037239074707
414.02,4.520349502563477
414.04,4.520326614379883
414.08,4.520288467407227
414.13,4.520259380340576
414.14,4.520242691040039
414.19,4.520221710205078
414.21,4.520175933837891
414.23,4.520152568817139
414.23,4.520130157470703
414.27,4.5201096534729
414.27,4.520092964172363
414.31,4.520062446594238
414.34,4.520044326782227
414.34,4.52002477645874
414.34,4.519968509674072
414.46,4.5199055671691895
414.46,4.519888877868652
414.46,4.519881248474121
414.55,4.519847869873047
414.59,4.519827842712402
414.6,4.519806385040283
414.62,4.519783020019531
414.66,4.519717216491699
414.7,4.5196990966796875
414.71,4.5196852684021
414.76,4.519632339477539
414.82,4.51958703994751
414.82,4.519562721252441
414.82,4.519542217254639
414.87,4.519519329071045
414.91,4.519488334655762
414.92,4.519472599029541
414.93,4.519455432891846
414.97,4.519436359405518
415.01,4.519391059875488
415.04,4.519345283508301
415.09,4.519305229187012
415.12,4.519260406494141
415.2,4.5192179679870605
415.2,4.519195079803467
415.25,4.519148826599121
415.25,4.519108772277832
415.32,4.519096851348877
415.32,4.519081115722656
415.32,4.519063472747803
415.32,4.51904296875
415.39,4.519021034240723
415.39,4.518997669219971
415.42,4.518975734710693
415.44,4.518951416015625
415.49,4.518913745880127
415.51,4.518884658813477
415.55,4.518846035003662
415.57,4.518823623657227
415.64,4.518800735473633
415.64,4.518754005432129
415.71,4.518715858459473
415.71,4.518685340881348
415.76,4.518670082092285
415.76,4.518649101257324
415.8,4.519128799438477
